detalle_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_aplicado,subtotal
93746,9263,220,3,246.34,0.00,739.02
93747,8836,201,4,956.06,0.25,2868.18
93748,6424,130,5,19.96,0.00,99.80
93749,9592,150,2,397.61,0.20,636.18
93750,9345,139,5,1994.29,0.25,7478.59
93751,5205,288,1,475.03,0.25,356.27
93752,9025,228,5,694.03,0.10,3123.13
93753,12396,141,1,993.39,0.15,844.38
93754,11003,135,5,1777.26,0.00,8886.30
93755,10249,227,4,461.19,0.15,1568.05
93756,6885,109,5,2155.87,0.20,8623.48
93757,8745,259,2,2370.62,0.25,3555.93
93758,11521,284,4,2320.38,0.10,8353.37
93759,5891,285,2,352.36,0.00,704.72
93760,10010,143,3,988.01,0.00,2964.03
93761,11636,269,5,1773.91,0.20,7095.64
93762,7012,272,1,1363.23,0.10,1226.91
93763,9044,203,4,1900.01,0.15,6460.03
93764,5864,105,3,838.62,0.00,2515.86
93765,7675,233,3,640.40,0.05,1825.14
93766,6871,209,3,1581.90,0.00,4745.70
93767,6449,119,4,1998.83,0.10,7195.79
93768,6988,277,1,176.58,0.20,141.26
93769,10589,297,3,298.38,0.20,716.11
93770,10541,292,1,1397.80,0.00,1397.80
93771,7617,271,5,926.97,0.25,3476.14
93772,5198,276,5,1758.07,0.20,7032.28
93773,12660,215,5,813.88,0.20,3255.52
93774,6364,161,5,1891.92,0.00,9459.60
93775,8932,173,1,1136.92,0.15,966.38
93776,12121,283,5,615.57,0.00,3077.85
93777,10657,199,5,1715.24,0.00,8576.20
93778,8871,294,3,2427.45,0.05,6918.23
93779,5428,186,1,1700.97,0.20,1360.78
93780,5380,201,1,956.06,0.10,860.45
93781,5671,269,2,1773.91,0.15,3015.65
93782,6818,251,3,947.97,0.25,2132.93
93783,7397,110,1,418.96,0.25,314.22
93784,7284,206,3,239.11,0.00,717.33
93785,9434,234,2,302.91,0.10,545.24
93786,12270,150,1,397.61,0.00,397.61
93787,12999,180,3,943.48,0.00,2830.44
93788,6912,203,3,1900.01,0.15,4845.03
93789,8340,155,3,2423.51,0.15,6179.95
93790,5106,251,2,947.97,0.10,1706.35
93791,9916,127,2,1258.40,0.15,2139.28
93792,8443,244,4,201.19,0.10,724.28
93793,10750,236,3,442.97,0.00,1328.91
93794,12630,230,3,2005.24,0.00,6015.72
93795,7469,140,5,1375.60,0.00,6878.00
93796,10211,232,4,1813.56,0.10,6528.82
93797,8378,149,2,1613.28,0.05,3065.23
93798,7567,143,5,988.01,0.00,4940.05
93799,10283,253,5,566.24,0.15,2406.52
93800,12813,185,1,1487.37,0.00,1487.37
93801,8082,295,3,1644.06,0.00,4932.18
93802,5114,234,3,302.91,0.00,908.73
93803,8883,295,1,1644.06,0.20,1315.25
93804,10714,253,3,566.24,0.25,1274.04
93805,12805,125,5,1053.19,0.00,5265.95
93806,5549,139,1,1994.29,0.00,1994.29
93807,10623,294,1,2427.45,0.20,1941.96
93808,12133,291,2,1369.29,0.00,2738.58
93809,8042,277,1,176.58,0.15,150.09
93810,5950,290,4,1653.02,0.10,5950.87
93811,10340,253,5,566.24,0.00,2831.20
93812,5079,280,2,1665.08,0.25,2497.62
93813,11103,290,5,1653.02,0.25,6198.83
93814,10011,297,1,298.38,0.10,268.54
93815,5119,137,2,301.05,0.00,602.10
93816,10377,185,4,1487.37,0.00,5949.48
93817,10686,142,1,1645.63,0.25,1234.22
93818,12108,190,2,646.82,0.15,1099.59
93819,8609,165,4,2379.36,0.00,9517.44
93820,7984,237,5,1134.74,0.05,5390.01
93821,7230,260,5,298.97,0.10,1345.37
93822,5807,217,2,1763.03,0.15,2997.15
93823,5167,134,1,574.61,0.00,574.61
93824,10736,241,4,1072.50,0.15,3646.50
93825,8922,183,1,2299.69,0.00,2299.69
93826,6733,110,1,418.96,0.10,377.06
93827,8647,101,3,907.15,0.10,2449.30
93828,12252,122,4,522.39,0.05,1985.08
93829,7609,172,3,176.79,0.00,530.37
93830,11556,128,2,114.43,0.20,183.09
93831,11720,125,2,1053.19,0.10,1895.74
93832,12598,109,2,2155.87,0.20,3449.39
93833,8849,107,1,1171.67,0.00,1171.67
93834,8753,266,5,1245.35,0.00,6226.75
93835,9022,102,5,1084.90,0.00,5424.50
93836,12515,210,1,243.98,0.00,243.98
93837,6075,276,3,1758.07,0.00,5274.21
93838,12901,277,4,176.58,0.05,671.00
93839,9497,278,3,227.14,0.20,545.14
93840,7794,240,4,1506.75,0.15,5122.95
93841,5271,141,5,993.39,0.00,4966.95
93842,11504,115,4,1500.95,0.00,6003.80
93843,9917,253,1,566.24,0.20,452.99
93844,9356,211,4,955.77,0.00,3823.08
93845,9448,150,2,397.61,0.05,755.46
93846,11903,218,5,1133.43,0.00,5667.15
93847,10562,191,1,1189.21,0.05,1129.75
93848,5696,176,1,1657.31,0.00,1657.31
93849,8673,221,1,1712.69,0.10,1541.42
93850,5100,203,3,1900.01,0.00,5700.03
93851,8077,164,5,1599.20,0.00,7996.00
93852,6577,113,4,2150.67,0.00,8602.68
93853,12042,137,4,301.05,0.00,1204.20
93854,6595,148,3,572.20,0.10,1544.94
93855,11905,158,4,2290.44,0.10,8245.58
93856,9148,246,3,630.04,0.20,1512.10
93857,12660,232,5,1813.56,0.20,7254.24
93858,12059,230,2,2005.24,0.25,3007.86
93859,5353,158,3,2290.44,0.25,5153.49
93860,8548,214,2,1178.45,0.10,2121.21
93861,9790,147,3,2470.00,0.25,5557.50
93862,9319,233,5,640.40,0.20,2561.60
93863,7760,208,2,2078.25,0.00,4156.50
93864,8100,270,3,2245.24,0.00,6735.72
93865,6891,224,2,80.21,0.00,160.42
93866,7763,200,1,2486.65,0.05,2362.32
93867,9861,144,2,1446.74,0.05,2748.81
93868,6134,121,5,2042.46,0.20,8169.84
93869,11395,267,4,1987.88,0.25,5963.64
93870,9555,283,1,615.57,0.00,615.57
93871,9415,227,3,461.19,0.00,1383.57
93872,11307,282,2,1272.66,0.05,2418.05
93873,10530,127,2,1258.40,0.00,2516.80
93874,6128,250,4,449.73,0.00,1798.92
93875,10161,162,1,764.05,0.20,611.24
93876,6619,190,3,646.82,0.05,1843.44
93877,12262,191,1,1189.21,0.25,891.91
93878,10700,177,5,36.22,0.20,144.88
93879,10154,176,4,1657.31,0.10,5966.32
93880,11077,211,4,955.77,0.00,3823.08
93881,12228,255,3,1463.05,0.25,3291.86
93882,10400,127,3,1258.40,0.05,3586.44
93883,5745,270,5,2245.24,0.15,9542.27
93884,10319,269,4,1773.91,0.00,7095.64
93885,11319,226,2,181.96,0.10,327.53
93886,9728,102,3,1084.90,0.05,3091.97
93887,6193,165,4,2379.36,0.25,7138.08
93888,6855,264,2,1516.92,0.00,3033.84
93889,5810,159,2,1740.36,0.20,2784.58
93890,10265,173,2,1136.92,0.10,2046.46
93891,9362,182,4,1551.91,0.10,5586.88
93892,5628,289,4,499.25,0.25,1497.75
93893,6537,266,1,1245.35,0.15,1058.55
93894,12838,252,3,762.60,0.25,1715.85
93895,6711,158,1,2290.44,0.05,2175.92
93896,5094,166,1,485.53,0.20,388.42
93897,9776,178,4,1497.89,0.00,5991.56
93898,9949,113,4,2150.67,0.00,8602.68
93899,11255,188,1,1254.94,0.00,1254.94
93900,7590,172,2,176.79,0.25,265.19
93901,6921,194,2,1926.75,0.20,3082.80
93902,11365,194,3,1926.75,0.00,5780.25
93903,5673,186,4,1700.97,0.00,6803.88
93904,7036,286,2,69.93,0.20,111.89
93905,12465,144,3,1446.74,0.05,4123.21
93906,8789,239,3,109.05,0.15,278.08
93907,11204,123,3,1736.07,0.20,4166.57
93908,11795,206,5,239.11,0.00,1195.55
93909,7799,175,5,2362.73,0.00,11813.65
93910,5653,115,3,1500.95,0.20,3602.28
93911,5631,203,1,1900.01,0.25,1425.01
93912,12160,156,2,2001.82,0.25,3002.73
93913,5885,129,3,268.41,0.25,603.92
93914,8189,122,5,522.39,0.15,2220.16
93915,9609,162,1,764.05,0.20,611.24
93916,10276,113,4,2150.67,0.20,6882.14
93917,6482,122,2,522.39,0.00,1044.78
93918,12739,130,2,19.96,0.25,29.94
93919,11948,166,4,485.53,0.20,1553.70
93920,5838,233,2,640.40,0.15,1088.68
93921,6096,290,4,1653.02,0.00,6612.08
93922,11670,287,2,224.99,0.10,404.98
93923,9711,210,1,243.98,0.00,243.98
93924,6686,135,4,1777.26,0.05,6753.59
93925,9762,253,2,566.24,0.00,1132.48
93926,12959,110,4,418.96,0.15,1424.46
93927,9600,234,2,302.91,0.00,605.82
93928,9724,159,1,1740.36,0.00,1740.36
93929,7480,169,4,525.57,0.05,1997.17
93930,12735,236,1,442.97,0.20,354.38
93931,9766,250,3,449.73,0.15,1146.81
93932,12315,267,4,1987.88,0.00,7951.52
93933,7181,212,5,850.02,0.00,4250.10
93934,10679,287,5,224.99,0.00,1124.95
93935,5517,241,5,1072.50,0.00,5362.50
93936,11091,144,1,1446.74,0.05,1374.40
93937,10614,261,1,419.36,0.00,419.36
93938,11694,218,2,1133.43,0.20,1813.49
93939,8387,152,4,1885.74,0.15,6411.52
93940,9814,221,3,1712.69,0.20,4110.46
93941,6475,199,3,1715.24,0.10,4631.15
93942,9539,109,5,2155.87,0.15,9162.45
93943,10344,140,2,1375.60,0.25,2063.40
93944,7354,182,1,1551.91,0.10,1396.72
93945,8686,208,3,2078.25,0.20,4987.80
93946,11341,109,1,2155.87,0.20,1724.70
93947,12286,137,5,301.05,0.15,1279.46
93948,8322,240,3,1506.75,0.00,4520.25
93949,9846,192,5,1996.58,0.10,8984.61
93950,5928,117,3,2081.70,0.10,5620.59
93951,5149,198,5,2373.31,0.20,9493.24
93952,11904,189,2,885.16,0.15,1504.77
93953,9956,213,2,1512.95,0.10,2723.31
93954,5097,245,5,1210.49,0.15,5144.58
93955,9129,156,1,2001.82,0.05,1901.73
93956,7207,260,2,298.97,0.10,538.15
93957,5069,282,5,1272.66,0.00,6363.30
93958,12103,254,1,2165.24,0.15,1840.45
93959,6337,287,3,224.99,0.00,674.97
93960,6618,121,5,2042.46,0.10,9191.07
93961,10518,278,2,227.14,0.05,431.57
93962,12244,102,4,1084.90,0.10,3905.64
93963,11957,229,4,1416.93,0.10,5100.95
93964,7188,281,3,1191.76,0.05,3396.52
93965,5453,270,1,2245.24,0.00,2245.24
93966,9664,272,4,1363.23,0.10,4907.63
93967,11023,262,1,338.59,0.00,338.59
93968,6559,265,3,68.86,0.25,154.94
93969,10137,279,3,2195.66,0.25,4940.23
93970,7476,142,5,1645.63,0.00,8228.15
93971,7416,201,4,956.06,0.25,2868.18
93972,6101,207,3,620.94,0.05,1769.68
93973,7548,192,1,1996.58,0.20,1597.26
93974,7105,252,5,762.60,0.25,2859.75
93975,12309,148,4,572.20,0.00,2288.80
93976,11057,119,5,1998.83,0.25,7495.61
93977,9237,141,2,993.39,0.15,1688.76
93978,8287,217,5,1763.03,0.00,8815.15
93979,7616,212,4,850.02,0.15,2890.07
93980,6830,138,3,1832.29,0.15,4672.34
93981,8503,109,2,2155.87,0.10,3880.57
93982,6693,242,4,1720.12,0.25,5160.36
93983,12530,107,3,1171.67,0.00,3515.01
93984,10114,269,1,1773.91,0.00,1773.91
93985,7851,195,2,1062.47,0.20,1699.95
93986,6633,266,4,1245.35,0.25,3736.05
93987,8386,228,2,694.03,0.00,1388.06
93988,5588,230,4,2005.24,0.20,6416.77
93989,7226,284,2,2320.38,0.10,4176.68
93990,8014,129,3,268.41,0.00,805.23
93991,5152,160,2,773.25,0.20,1237.20
93992,9936,144,5,1446.74,0.20,5786.96
93993,8932,106,5,903.02,0.25,3386.33
93994,6631,181,4,766.36,0.25,2299.08
93995,11425,196,5,1471.90,0.10,6623.55
93996,12980,175,4,2362.73,0.05,8978.37
93997,12602,170,2,2070.85,0.15,3520.44
93998,7530,159,3,1740.36,0.25,3915.81
93999,12694,297,4,298.38,0.00,1193.52
94000,7795,113,4,2150.67,0.20,6882.14
94001,7703,140,4,1375.60,0.05,5227.28
94002,7650,283,5,615.57,0.20,2462.28
94003,11266,192,2,1996.58,0.00,3993.16
94004,10799,114,1,1566.37,0.25,1174.78
94005,12754,203,5,1900.01,0.20,7600.04
94006,10811,201,4,956.06,0.25,2868.18
94007,10503,132,3,1664.91,0.20,3995.78
94008,10193,262,2,338.59,0.00,677.18
94009,9697,292,4,1397.80,0.15,4752.52
94010,12558,136,3,843.83,0.25,1898.62
94011,10310,260,4,298.97,0.25,896.91
94012,11337,199,4,1715.24,0.00,6860.96
94013,8674,109,1,2155.87,0.00,2155.87
94014,8811,154,1,2234.02,0.05,2122.32
94015,5577,136,4,843.83,0.15,2869.02
94016,9596,135,3,1777.26,0.15,4532.01
94017,12195,188,4,1254.94,0.00,5019.76
94018,7163,196,2,1471.90,0.05,2796.61
94019,11753,262,1,338.59,0.00,338.59
94020,9932,277,1,176.58,0.00,176.58
94021,7345,257,1,1787.40,0.20,1429.92
94022,8751,154,4,2234.02,0.25,6702.06
94023,7105,290,5,1653.02,0.10,7438.59
94024,11667,217,4,1763.03,0.10,6346.91
94025,12145,253,2,566.24,0.00,1132.48
94026,5842,190,1,646.82,0.05,614.48
94027,12097,244,2,201.19,0.25,301.78
94028,5868,161,4,1891.92,0.00,7567.68
94029,10899,256,1,1238.39,0.20,990.71
94030,5680,295,4,1644.06,0.25,4932.18
94031,8232,108,5,1886.70,0.20,7546.80
94032,9929,248,3,1863.86,0.25,4193.68
94033,6046,164,5,1599.20,0.00,7996.00
94034,12331,243,2,2421.72,0.00,4843.44
94035,10837,219,5,1538.12,0.00,7690.60
94036,10507,221,5,1712.69,0.15,7278.93
94037,12366,145,4,1877.04,0.20,6006.53
94038,5250,248,1,1863.86,0.05,1770.67
94039,7827,263,1,2447.20,0.10,2202.48
94040,11604,125,2,1053.19,0.25,1579.79
94041,12550,258,5,2022.94,0.00,10114.70
94042,5762,289,4,499.25,0.25,1497.75
94043,8940,200,1,2486.65,0.05,2362.32
94044,5800,110,1,418.96,0.00,418.96
94045,11938,106,4,903.02,0.05,3431.48
94046,11906,190,3,646.82,0.00,1940.46
94047,8010,227,5,461.19,0.10,2075.36
94048,8630,282,1,1272.66,0.00,1272.66
94049,8034,288,1,475.03,0.00,475.03
94050,7528,269,2,1773.91,0.05,3370.43
94051,12911,295,5,1644.06,0.25,6165.22
94052,5896,273,4,1052.32,0.10,3788.35
94053,9856,189,4,885.16,0.25,2655.48
94054,9147,214,5,1178.45,0.00,5892.25
94055,8815,212,5,850.02,0.10,3825.09
94056,10704,205,2,637.79,0.15,1084.24
94057,8687,288,5,475.03,0.20,1900.12
94058,7507,143,2,988.01,0.05,1877.22
94059,9191,199,1,1715.24,0.25,1286.43
94060,8905,246,1,630.04,0.25,472.53
94061,5496,122,1,522.39,0.00,522.39
94062,7117,153,4,1793.31,0.20,5738.59
94063,8709,129,1,268.41,0.10,241.57
94064,8750,170,4,2070.85,0.00,8283.40
94065,9316,245,5,1210.49,0.05,5749.83
94066,9378,236,4,442.97,0.10,1594.69
94067,11181,225,5,1270.62,0.20,5082.48
94068,7212,164,5,1599.20,0.00,7996.00
94069,5741,200,5,2486.65,0.25,9324.94
94070,11271,262,4,338.59,0.15,1151.21
94071,5697,190,1,646.82,0.05,614.48
94072,6749,142,4,1645.63,0.25,4936.89
94073,11521,121,3,2042.46,0.00,6127.38
94074,9978,238,1,2135.34,0.15,1815.04
94075,8327,101,3,907.15,0.05,2585.38
94076,9863,264,1,1516.92,0.00,1516.92
94077,10556,127,3,1258.40,0.00,3775.20
94078,7789,200,2,2486.65,0.10,4475.97
94079,10709,122,2,522.39,0.15,888.06
94080,6587,233,5,640.40,0.00,3202.00
94081,11124,295,1,1644.06,0.00,1644.06
94082,11431,228,5,694.03,0.00,3470.15
94083,6175,131,3,2336.91,0.25,5258.05
94084,7369,168,5,746.43,0.05,3545.54
94085,8853,161,1,1891.92,0.20,1513.54
94086,12671,176,1,1657.31,0.20,1325.85
94087,6931,226,1,181.96,0.00,181.96
94088,12803,252,5,762.60,0.00,3813.00
94089,10015,155,5,2423.51,0.25,9088.16
94090,9194,200,5,2486.65,0.25,9324.94
94091,11410,258,5,2022.94,0.25,7586.03
94092,11770,146,3,1722.59,0.05,4909.38
94093,10682,227,2,461.19,0.10,830.14
94094,11080,264,2,1516.92,0.20,2427.07
94095,6661,220,3,246.34,0.00,739.02
94096,6981,288,3,475.03,0.20,1140.07
94097,10440,220,1,246.34,0.00,246.34
94098,6564,263,5,2447.20,0.25,9177.00
94099,12781,152,3,1885.74,0.20,4525.78
94100,9361,120,2,357.32,0.00,714.64
94101,9076,186,2,1700.97,0.10,3061.75
94102,11903,120,5,357.32,0.15,1518.61
94103,5367,159,3,1740.36,0.05,4960.03
94104,11315,291,4,1369.29,0.25,4107.87
94105,5871,134,1,574.61,0.25,430.96
94106,7566,197,2,2202.77,0.10,3964.99
94107,9206,266,4,1245.35,0.10,4483.26
94108,7376,160,5,773.25,0.25,2899.69
94109,6907,131,2,2336.91,0.15,3972.75
94110,10579,132,2,1664.91,0.05,3163.33
94111,12552,167,4,50.29,0.00,201.16
94112,12166,285,5,352.36,0.25,1321.35
94113,11389,232,2,1813.56,0.25,2720.34
94114,7295,113,1,2150.67,0.00,2150.67
94115,11867,226,1,181.96,0.00,181.96
94116,9176,124,1,213.45,0.05,202.78
94117,5685,162,2,764.05,0.05,1451.69
94118,12410,121,2,2042.46,0.25,3063.69
94119,11832,256,4,1238.39,0.10,4458.20
94120,8978,166,3,485.53,0.00,1456.59
94121,12574,263,4,2447.20,0.20,7831.04
94122,6230,198,2,2373.31,0.10,4271.96
94123,9001,231,2,1343.75,0.05,2553.12
94124,8678,212,4,850.02,0.05,3230.08
94125,5727,231,5,1343.75,0.05,6382.81
94126,8450,158,1,2290.44,0.20,1832.35
94127,10186,224,1,80.21,0.00,80.21
94128,9541,153,4,1793.31,0.20,5738.59
94129,6645,245,3,1210.49,0.05,3449.90
94130,11081,244,2,201.19,0.20,321.90
94131,10423,282,3,1272.66,0.15,3245.28
94132,8636,180,5,943.48,0.00,4717.40
94133,7118,163,5,530.94,0.15,2256.50
94134,8258,241,1,1072.50,0.20,858.00
94135,11834,125,3,1053.19,0.25,2369.68
94136,9220,279,1,2195.66,0.00,2195.66
94137,9138,290,2,1653.02,0.20,2644.83
94138,7551,264,2,1516.92,0.00,3033.84
94139,9812,267,3,1987.88,0.00,5963.64
94140,5883,169,4,525.57,0.00,2102.28
94141,6942,188,3,1254.94,0.20,3011.86
94142,8063,137,3,301.05,0.00,903.15
94143,10307,231,5,1343.75,0.15,5710.94
94144,12437,231,2,1343.75,0.00,2687.50
94145,6174,137,3,301.05,0.00,903.15
94146,7050,155,5,2423.51,0.00,12117.55
94147,9887,106,3,903.02,0.00,2709.06
94148,5707,238,4,2135.34,0.05,8114.29
94149,10434,159,2,1740.36,0.00,3480.72
94150,11361,140,3,1375.60,0.20,3301.44
94151,9813,280,5,1665.08,0.00,8325.40
94152,9116,199,2,1715.24,0.10,3087.43
94153,7790,255,2,1463.05,0.20,2340.88
94154,10138,248,3,1863.86,0.15,4752.84
94155,5018,280,3,1665.08,0.25,3746.43
94156,8865,121,4,2042.46,0.00,8169.84
94157,11600,231,3,1343.75,0.05,3829.69
94158,7146,247,5,974.32,0.25,3653.70
94159,6740,286,3,69.93,0.25,157.34
94160,7058,211,3,955.77,0.00,2867.31
94161,7307,254,2,2165.24,0.20,3464.38
94162,9580,270,1,2245.24,0.00,2245.24
94163,5665,299,1,514.01,0.00,514.01
94164,12213,269,2,1773.91,0.00,3547.82
94165,5228,113,2,2150.67,0.00,4301.34
94166,10350,214,5,1178.45,0.20,4713.80
94167,9976,163,4,530.94,0.20,1699.01
94168,7742,101,2,907.15,0.00,1814.30
94169,6513,125,1,1053.19,0.05,1000.53
94170,5853,288,5,475.03,0.00,2375.15
94171,9591,146,3,1722.59,0.00,5167.77
94172,11104,190,3,646.82,0.00,1940.46
94173,11418,107,2,1171.67,0.00,2343.34
94174,9529,156,3,2001.82,0.00,6005.46
94175,9251,267,2,1987.88,0.05,3776.97
94176,7612,236,2,442.97,0.15,753.05
94177,8914,273,4,1052.32,0.20,3367.42
94178,10976,258,4,2022.94,0.05,7687.17
94179,11837,114,2,1566.37,0.05,2976.10
94180,5013,191,5,1189.21,0.20,4756.84
94181,5158,115,1,1500.95,0.00,1500.95
94182,7943,172,4,176.79,0.05,671.80
94183,10277,137,3,301.05,0.00,903.15
94184,8433,187,1,2442.76,0.25,1832.07
94185,11067,192,2,1996.58,0.05,3793.50
94186,5379,152,3,1885.74,0.25,4242.91
94187,8433,285,1,352.36,0.00,352.36
94188,9906,182,1,1551.91,0.00,1551.91
94189,11832,234,1,302.91,0.20,242.33
94190,7872,279,3,2195.66,0.00,6586.98
94191,5772,135,4,1777.26,0.00,7109.04
94192,7262,268,2,1080.58,0.25,1620.87
94193,12657,101,1,907.15,0.00,907.15
94194,12673,253,4,566.24,0.25,1698.72
94195,7180,207,3,620.94,0.00,1862.82
94196,12402,254,3,2165.24,0.10,5846.15
94197,5695,226,4,181.96,0.25,545.88
94198,11767,250,2,449.73,0.00,899.46
94199,6357,177,4,36.22,0.00,144.88
94200,7837,131,2,2336.91,0.00,4673.82
94201,11945,240,5,1506.75,0.00,7533.75
94202,10577,228,4,694.03,0.00,2776.12
94203,12144,133,5,420.02,0.00,2100.10
94204,10447,223,1,1691.32,0.20,1353.06
94205,12616,196,2,1471.90,0.20,2355.04
94206,11252,202,1,2407.29,0.00,2407.29
94207,11476,280,1,1665.08,0.00,1665.08
94208,12737,136,2,843.83,0.25,1265.75
94209,7174,254,2,2165.24,0.00,4330.48
94210,6272,277,5,176.58,0.00,882.90
94211,10909,143,5,988.01,0.05,4693.05
94212,7161,290,3,1653.02,0.25,3719.29
94213,6007,217,3,1763.03,0.10,4760.18
94214,5130,268,2,1080.58,0.10,1945.04
94215,6532,172,2,176.79,0.10,318.22
94216,6964,283,5,615.57,0.05,2923.96
94217,7887,190,1,646.82,0.00,646.82
94218,11095,239,2,109.05,0.25,163.57
94219,10159,103,2,1509.32,0.10,2716.78
94220,9277,280,3,1665.08,0.00,4995.24
94221,6802,195,5,1062.47,0.00,5312.35
94222,11569,175,3,2362.73,0.20,5670.55
94223,5746,159,2,1740.36,0.00,3480.72
94224,8944,120,1,357.32,0.10,321.59
94225,9054,109,1,2155.87,0.00,2155.87
94226,6825,138,2,1832.29,0.20,2931.66
94227,12421,264,1,1516.92,0.00,1516.92
94228,8753,275,1,1096.31,0.00,1096.31
94229,6922,262,4,338.59,0.00,1354.36
94230,7833,226,5,181.96,0.15,773.33
94231,6401,210,4,243.98,0.00,975.92
94232,8569,156,1,2001.82,0.00,2001.82
94233,5276,228,3,694.03,0.05,1977.99
94234,5235,140,1,1375.60,0.00,1375.60
94235,6395,212,4,850.02,0.05,3230.08
94236,12421,290,4,1653.02,0.25,4959.06
94237,12828,160,5,773.25,0.15,3286.31
94238,9206,234,5,302.91,0.10,1363.10
94239,7435,163,2,530.94,0.20,849.50
94240,6024,277,4,176.58,0.10,635.69
94241,7034,133,4,420.02,0.20,1344.06
94242,9144,108,3,1886.70,0.20,4528.08
94243,9297,265,2,68.86,0.00,137.72
94244,5524,139,2,1994.29,0.05,3789.15
94245,12085,223,4,1691.32,0.25,5073.96
94246,11150,160,4,773.25,0.10,2783.70
94247,7593,252,2,762.60,0.05,1448.94
94248,9511,280,3,1665.08,0.20,3996.19
94249,11762,123,4,1736.07,0.15,5902.64
94250,12613,268,3,1080.58,0.25,2431.30
94251,10323,260,3,298.97,0.25,672.68
94252,8095,241,1,1072.50,0.20,858.00
94253,11204,230,4,2005.24,0.20,6416.77
94254,10337,114,5,1566.37,0.20,6265.48
94255,8963,242,3,1720.12,0.00,5160.36
94256,6719,195,4,1062.47,0.20,3399.90
94257,6853,238,4,2135.34,0.00,8541.36
94258,5624,150,5,397.61,0.10,1789.25
94259,8827,298,1,108.90,0.00,108.90
94260,12681,247,3,974.32,0.00,2922.96
94261,8402,278,3,227.14,0.15,579.21
94262,6787,271,4,926.97,0.00,3707.88
94263,12287,181,4,766.36,0.00,3065.44
94264,6262,150,5,397.61,0.00,1988.05
94265,8939,187,3,2442.76,0.15,6229.04
94266,9847,242,1,1720.12,0.25,1290.09
94267,6232,174,4,306.10,0.05,1163.18
94268,5959,271,5,926.97,0.15,3939.62
94269,7536,172,4,176.79,0.25,530.37
94270,6670,217,1,1763.03,0.00,1763.03
94271,12187,220,3,246.34,0.20,591.22
94272,7051,273,1,1052.32,0.00,1052.32
94273,10222,148,3,572.20,0.10,1544.94
94274,11062,267,4,1987.88,0.00,7951.52
94275,8489,295,3,1644.06,0.00,4932.18
94276,9722,283,4,615.57,0.10,2216.05
94277,11401,219,3,1538.12,0.15,3922.21
94278,5358,241,2,1072.50,0.20,1716.00
94279,11577,168,5,746.43,0.05,3545.54
94280,12427,294,1,2427.45,0.00,2427.45
94281,9474,295,1,1644.06,0.00,1644.06
94282,5261,132,3,1664.91,0.15,4245.52
94283,9743,209,1,1581.90,0.25,1186.43
94284,7076,250,4,449.73,0.05,1708.97
94285,8341,269,3,1773.91,0.00,5321.73
94286,7543,281,1,1191.76,0.00,1191.76
94287,10352,221,5,1712.69,0.00,8563.45
94288,9361,137,2,301.05,0.25,451.58
94289,8656,153,1,1793.31,0.00,1793.31
94290,10870,247,2,974.32,0.00,1948.64
94291,11109,257,2,1787.40,0.00,3574.80
94292,11996,232,3,1813.56,0.15,4624.58
94293,9068,158,2,2290.44,0.25,3435.66
94294,5270,275,4,1096.31,0.25,3288.93
94295,12497,192,3,1996.58,0.00,5989.74
94296,12445,154,4,2234.02,0.00,8936.08
94297,6171,238,1,2135.34,0.20,1708.27
94298,8343,179,4,864.43,0.20,2766.18
94299,7773,275,3,1096.31,0.00,3288.93
94300,7913,152,3,1885.74,0.25,4242.91
94301,7682,213,3,1512.95,0.10,4084.97
94302,10171,120,1,357.32,0.00,357.32
94303,7785,273,3,1052.32,0.10,2841.26
94304,7739,193,3,1884.74,0.10,5088.80
94305,6435,207,2,620.94,0.05,1179.79
94306,7253,118,4,406.89,0.00,1627.56
94307,11790,278,1,227.14,0.00,227.14
94308,6556,233,4,640.40,0.10,2305.44
94309,5612,284,3,2320.38,0.25,5220.86
94310,5122,205,1,637.79,0.25,478.34
94311,11305,138,5,1832.29,0.25,6871.09
94312,5452,146,4,1722.59,0.00,6890.36
94313,7942,135,5,1777.26,0.10,7997.67
94314,9726,188,3,1254.94,0.20,3011.86
94315,8530,292,4,1397.80,0.00,5591.20
94316,7202,123,3,1736.07,0.00,5208.21
94317,12609,179,5,864.43,0.05,4106.04
94318,11039,259,3,2370.62,0.00,7111.86
94319,6315,216,3,1385.99,0.25,3118.48
94320,5549,156,1,2001.82,0.20,1601.46
94321,12447,275,2,1096.31,0.20,1754.10
94322,8139,251,3,947.97,0.10,2559.52
94323,8809,190,3,646.82,0.00,1940.46
94324,6100,291,2,1369.29,0.25,2053.93
94325,10527,164,3,1599.20,0.00,4797.60
94326,6657,160,5,773.25,0.00,3866.25
94327,7733,240,5,1506.75,0.00,7533.75
94328,8538,205,3,637.79,0.10,1722.03
94329,10785,198,2,2373.31,0.25,3559.97
94330,9321,205,5,637.79,0.00,3188.95
94331,10246,221,3,1712.69,0.00,5138.07
94332,6627,181,5,766.36,0.10,3448.62
94333,9655,223,2,1691.32,0.15,2875.24
94334,7866,264,1,1516.92,0.00,1516.92
94335,9825,230,1,2005.24,0.10,1804.72
94336,9023,276,5,1758.07,0.10,7911.32
94337,8960,210,4,243.98,0.00,975.92
94338,6072,158,5,2290.44,0.25,8589.15
94339,6562,168,5,746.43,0.20,2985.72
94340,6487,182,5,1551.91,0.00,7759.55
94341,6840,129,4,268.41,0.05,1019.96
