sesion_id,cliente_id,fecha_sesion,fuente_trafico,dispositivo,paginas_vistas,tiempo_sesion_seg,agrego_al_carrito,realizo_compra,pagina_salida
203715,2909,2024-04-07,"Meta Ads",Móvil,5,1352,0,0,Búsqueda
203716,2968,2022-07-13,"TikTok Ads",Desktop,1,345,0,0,Producto
203717,2756,2022-09-16,Correo,Desktop,15,516,0,0,Búsqueda
203718,2503,2023-01-13,"Google Ads",Desktop,13,1359,0,0,Checkout
203719,1618,2023-06-29,"Google Ads",Móvil,16,649,0,0,Confirmación
203720,1579,2022-01-19,"Google Ads",Móvil,9,507,1,0,Confirmación
203721,2546,2022-01-23,"Meta Ads",Móvil,6,1271,0,0,Confirmación
203722,1057,2023-04-15,Orgánico,Desktop,11,1138,0,0,Confirmación
203723,1620,2024-03-20,"Google Ads",Desktop,11,1626,0,0,Producto
203724,1363,2024-11-07,Orgánico,Desktop,8,35,0,0,Carrito
203725,2869,2024-12-03,Correo,Tablet,12,147,0,0,Confirmación
203726,2862,2024-12-21,Correo,Desktop,12,1490,0,0,Búsqueda
203727,1268,2022-12-06,"Meta Ads",Desktop,10,1593,0,0,Confirmación
203728,2446,2022-09-15,Correo,Tablet,15,62,0,0,Búsqueda
203729,2743,2022-10-09,Directo,Tablet,2,607,0,0,Confirmación
203730,2835,2022-09-12,"Google Ads",Móvil,19,389,0,0,Confirmación
203731,2650,2022-10-10,Correo,Móvil,17,1320,0,0,Checkout
203732,2757,2022-10-26,"Google Ads",Móvil,17,871,0,0,Inicio
203733,2941,2023-12-09,Orgánico,Tablet,12,1799,1,0,Carrito
203734,2969,2023-02-27,"TikTok Ads",Móvil,7,1609,1,0,Checkout
203735,NULL,2022-08-14,"Meta Ads",Tablet,7,1496,0,0,Confirmación
203736,NULL,2024-05-19,"Meta Ads",Desktop,11,1738,0,0,Inicio
203737,2294,2023-02-28,Correo,Desktop,9,481,1,0,Búsqueda
203738,1204,2023-10-05,Directo,Desktop,13,740,0,0,Confirmación
203739,NULL,2022-03-18,Directo,Móvil,4,1546,0,0,Inicio
203740,2168,2022-02-06,Directo,Desktop,4,384,0,0,Búsqueda
203741,1010,2022-09-29,"Google Ads",Móvil,6,1278,1,0,Checkout
203742,1771,2022-08-18,"Meta Ads",Tablet,12,1743,1,1,Confirmación
203743,1474,2023-10-22,Correo,Móvil,3,893,1,0,Inicio
203744,2463,2023-11-10,"Meta Ads",Tablet,17,281,1,0,Inicio
203745,1029,2022-10-08,Orgánico,Tablet,7,1737,0,0,Búsqueda
203746,2084,2022-05-11,Orgánico,Desktop,1,400,0,0,Carrito
203747,2846,2023-07-20,Correo,Tablet,17,1208,0,0,Confirmación
203748,2010,2023-07-11,"Google Ads",Móvil,16,890,0,0,Checkout
203749,NULL,2022-02-16,Directo,Desktop,9,241,0,0,Producto
203750,2469,2022-09-11,Directo,Tablet,18,639,0,0,Confirmación
203751,2805,2023-06-09,Orgánico,Tablet,19,1009,0,0,Carrito
203752,1964,2022-05-16,Orgánico,Móvil,4,1002,1,0,Confirmación
203753,NULL,2024-07-04,"Meta Ads",Móvil,2,868,0,0,Checkout
203754,2940,2022-09-04,Orgánico,Tablet,8,1189,1,0,Producto
203755,1915,2023-11-13,"Meta Ads",Desktop,5,1766,0,0,Confirmación
203756,2017,2022-01-03,Orgánico,Desktop,1,1443,1,0,Checkout
203757,1335,2024-06-17,Correo,Tablet,16,1726,1,0,Carrito
203758,NULL,2024-06-22,"Meta Ads",Móvil,19,647,1,1,Confirmación
203759,2772,2024-10-18,"Meta Ads",Móvil,11,680,1,0,Producto
203760,2610,2022-02-14,"TikTok Ads",Desktop,13,1176,0,0,Búsqueda
203761,2472,2024-10-11,"Meta Ads",Tablet,16,206,0,0,Carrito
203762,NULL,2022-12-03,"Google Ads",Móvil,13,589,0,0,Checkout
203763,2897,2023-09-07,Correo,Desktop,14,353,0,0,Checkout
203764,2488,2023-10-31,Directo,Tablet,4,810,0,0,Carrito
203765,1445,2023-09-10,"Meta Ads",Tablet,18,47,0,0,Búsqueda
203766,2975,2023-09-22,"Meta Ads",Desktop,2,371,1,0,Carrito
203767,1998,2022-07-17,"TikTok Ads",Móvil,6,81,0,0,Inicio
203768,1619,2022-02-14,"TikTok Ads",Desktop,16,1597,1,0,Búsqueda
203769,NULL,2024-02-28,Directo,Móvil,12,913,1,0,Checkout
203770,1924,2023-10-02,Orgánico,Móvil,15,1792,0,0,Producto
203771,2419,2023-02-17,Correo,Tablet,11,747,1,0,Carrito
203772,2484,2022-08-11,"Meta Ads",Móvil,7,12,1,0,Producto
203773,2194,2024-06-29,"TikTok Ads",Desktop,8,586,0,0,Confirmación
203774,NULL,2023-01-14,"TikTok Ads",Desktop,1,20,0,0,Búsqueda
203775,1405,2022-07-30,Orgánico,Tablet,16,346,0,0,Búsqueda
203776,1564,2023-02-01,"Google Ads",Móvil,6,1291,1,0,Confirmación
203777,2771,2024-09-16,Correo,Desktop,6,1370,0,0,Confirmación
203778,NULL,2023-08-08,Directo,Desktop,12,494,1,0,Producto
203779,NULL,2024-01-05,Correo,Tablet,10,1004,1,0,Carrito
203780,1492,2024-07-15,"Google Ads",Desktop,18,1694,0,0,Búsqueda
203781,NULL,2024-09-27,"Meta Ads",Móvil,5,247,0,0,Búsqueda
203782,NULL,2024-02-03,Directo,Móvil,3,280,0,0,Búsqueda
203783,1600,2022-08-09,Orgánico,Desktop,20,757,0,0,Checkout
203784,1979,2022-07-27,Orgánico,Tablet,5,26,0,0,Carrito
203785,1367,2023-09-12,"Google Ads",Desktop,6,226,0,0,Producto
203786,2057,2022-07-11,"Google Ads",Móvil,4,517,1,0,Producto
203787,2813,2023-02-28,Correo,Tablet,19,210,0,0,Producto
203788,2788,2024-02-25,"Meta Ads",Móvil,7,1005,0,0,Inicio
203789,1891,2024-04-07,"TikTok Ads",Desktop,19,773,0,0,Confirmación
203790,1895,2023-05-03,Correo,Móvil,4,79,0,0,Producto
203791,NULL,2022-09-09,Orgánico,Tablet,8,885,0,0,Carrito
203792,1050,2022-07-29,Correo,Desktop,14,1418,0,0,Checkout
203793,2225,2022-05-29,"Meta Ads",Tablet,6,555,0,0,Inicio
203794,NULL,2022-04-12,Correo,Móvil,7,1257,1,0,Búsqueda
203795,1205,2024-02-09,"TikTok Ads",Tablet,6,31,1,0,Búsqueda
203796,1156,2022-12-08,"Google Ads",Desktop,14,1055,1,0,Inicio
203797,2403,2023-02-18,"TikTok Ads",Tablet,8,1063,0,0,Checkout
203798,NULL,2022-07-02,"Google Ads",Móvil,1,164,0,0,Carrito
203799,1631,2024-02-23,Correo,Desktop,14,1328,0,0,Producto
203800,2418,2024-01-22,Correo,Desktop,17,1041,0,0,Checkout
203801,1178,2023-11-04,"Google Ads",Móvil,7,887,0,0,Confirmación
203802,2145,2023-07-15,Directo,Desktop,19,1334,0,0,Carrito
203803,1793,2023-01-09,"Google Ads",Tablet,1,103,1,1,Confirmación
203804,1405,2024-05-13,"Meta Ads",Tablet,20,1166,0,0,Inicio
203805,1140,2024-03-05,Orgánico,Desktop,17,1221,0,0,Inicio
203806,2711,2024-12-06,"TikTok Ads",Móvil,19,226,0,0,Producto
203807,NULL,2022-05-08,"Meta Ads",Móvil,2,370,0,0,Carrito
203808,2005,2024-08-26,"TikTok Ads",Desktop,8,456,1,0,Búsqueda
203809,1155,2022-08-26,Correo,Móvil,11,293,0,0,Inicio
203810,2432,2022-01-31,Orgánico,Tablet,8,1418,0,0,Carrito
203811,NULL,2022-08-24,"Google Ads",Móvil,8,841,1,0,Confirmación
203812,1214,2022-06-09,"TikTok Ads",Desktop,4,326,0,0,Búsqueda
203813,1957,2022-01-01,"Google Ads",Tablet,12,416,0,0,Confirmación
203814,NULL,2022-11-07,Orgánico,Tablet,18,520,0,0,Checkout
203815,1051,2024-11-03,Orgánico,Desktop,12,1426,1,0,Inicio
203816,NULL,2023-12-24,"TikTok Ads",Desktop,20,347,0,0,Inicio
203817,1296,2024-05-15,Directo,Desktop,6,919,0,0,Carrito
203818,2691,2024-05-06,Correo,Desktop,15,1001,0,0,Carrito
203819,2805,2023-08-07,"Google Ads",Tablet,16,1779,0,0,Inicio
203820,2464,2022-07-21,Correo,Tablet,5,1038,0,0,Carrito
203821,2397,2024-11-01,Correo,Desktop,11,1452,0,0,Inicio
203822,1109,2024-02-06,"Meta Ads",Desktop,6,1362,1,0,Carrito
203823,2736,2022-10-06,Directo,Móvil,20,1383,0,0,Producto
203824,1228,2022-10-27,"Google Ads",Móvil,7,1202,1,0,Producto
203825,NULL,2024-02-11,Orgánico,Móvil,20,468,0,0,Búsqueda
203826,1039,2024-04-29,"Google Ads",Desktop,15,1389,0,0,Confirmación
203827,NULL,2023-07-29,Correo,Desktop,2,1123,0,0,Inicio
203828,1707,2022-01-08,Correo,Móvil,5,883,0,0,Confirmación
203829,2749,2023-01-19,Orgánico,Tablet,12,122,0,0,Carrito
203830,2604,2023-12-22,"Google Ads",Tablet,2,292,1,0,Producto
203831,2352,2022-06-18,Directo,Tablet,20,1505,0,0,Búsqueda
203832,2150,2022-03-31,Directo,Desktop,15,538,0,0,Checkout
203833,1795,2023-02-06,Directo,Desktop,11,1246,0,0,Confirmación
203834,2925,2023-07-01,"Google Ads",Tablet,17,1127,1,0,Producto
203835,1549,2024-03-15,Correo,Tablet,8,1049,0,0,Producto
203836,2580,2024-04-05,Directo,Móvil,1,1019,1,0,Checkout
203837,2723,2024-08-28,Orgánico,Desktop,10,674,0,0,Búsqueda
203838,2085,2022-09-01,"Google Ads",Desktop,9,728,1,0,Checkout
203839,2041,2024-01-22,Directo,Móvil,1,744,0,0,Producto
203840,NULL,2023-12-29,Directo,Móvil,5,1753,0,0,Búsqueda
203841,1544,2024-06-29,Directo,Desktop,4,1737,0,0,Inicio
203842,1447,2022-06-16,"TikTok Ads",Desktop,12,72,0,0,Checkout
203843,2515,2022-12-13,"Google Ads",Móvil,13,1725,1,0,Checkout
203844,NULL,2024-08-24,"Google Ads",Tablet,9,562,0,0,Búsqueda
203845,NULL,2024-11-03,Correo,Móvil,20,770,0,0,Búsqueda
203846,2246,2023-12-15,Directo,Tablet,15,789,0,0,Confirmación
203847,1378,2024-04-28,"Meta Ads",Desktop,1,149,1,0,Checkout
203848,1826,2023-11-17,Correo,Tablet,8,845,0,0,Confirmación
203849,1306,2022-05-31,"TikTok Ads",Desktop,7,98,0,0,Confirmación
203850,NULL,2022-12-08,"Google Ads",Desktop,12,1583,0,0,Confirmación
203851,1817,2024-08-01,Directo,Tablet,18,1545,0,0,Confirmación
203852,2740,2022-11-21,"TikTok Ads",Desktop,12,634,0,0,Inicio
203853,1510,2024-07-31,"Meta Ads",Tablet,6,1151,0,0,Producto
203854,NULL,2024-10-08,"Meta Ads",Móvil,19,211,0,0,Inicio
203855,NULL,2023-08-12,"TikTok Ads",Móvil,20,889,1,0,Producto
203856,1296,2023-04-28,Directo,Móvil,2,1353,0,0,Inicio
203857,2175,2022-08-30,Correo,Móvil,18,1782,1,0,Confirmación
203858,2582,2022-12-19,"Meta Ads",Móvil,4,340,0,0,Inicio
203859,NULL,2022-06-30,Orgánico,Móvil,14,1166,1,0,Inicio
203860,1944,2024-12-18,"TikTok Ads",Móvil,17,1499,0,0,Confirmación
203861,NULL,2024-04-27,"TikTok Ads",Desktop,7,23,1,0,Checkout
203862,1370,2022-12-25,Correo,Tablet,17,1338,0,0,Checkout
203863,1288,2024-04-26,"TikTok Ads",Tablet,3,1621,1,0,Checkout
203864,NULL,2022-12-29,Correo,Tablet,9,1692,1,0,Producto
203865,NULL,2024-06-11,Directo,Tablet,2,73,0,0,Carrito
203866,1887,2024-12-24,"Google Ads",Tablet,14,1402,1,0,Checkout
203867,1645,2024-08-06,"TikTok Ads",Desktop,6,925,0,0,Producto
203868,2579,2022-09-25,"TikTok Ads",Tablet,4,1326,0,0,Inicio
203869,1190,2024-06-04,Directo,Tablet,2,969,0,0,Confirmación
203870,1082,2022-08-17,Orgánico,Tablet,14,1232,1,0,Confirmación
203871,2924,2022-04-15,Directo,Desktop,19,45,0,0,Carrito
203872,1480,2022-06-27,Correo,Desktop,16,1339,1,1,Confirmación
203873,1397,2024-01-08,Orgánico,Desktop,1,706,0,0,Producto
203874,2097,2023-04-13,Directo,Desktop,5,633,1,0,Inicio
203875,1377,2022-07-26,"TikTok Ads",Móvil,2,953,0,0,Checkout
203876,1144,2023-11-02,"Google Ads",Móvil,15,1219,0,0,Producto
203877,2676,2024-12-02,Correo,Desktop,1,665,0,0,Confirmación
203878,2159,2023-04-28,Directo,Móvil,20,687,0,0,Confirmación
203879,2587,2022-04-15,Orgánico,Móvil,19,1572,0,0,Carrito
203880,2618,2023-11-12,"Meta Ads",Desktop,20,1645,0,0,Producto
203881,NULL,2022-01-20,"Meta Ads",Tablet,1,720,0,0,Producto
203882,2684,2024-01-25,"Meta Ads",Móvil,15,757,1,0,Búsqueda
203883,2010,2022-05-24,"Google Ads",Desktop,10,135,1,0,Checkout
203884,2610,2023-12-21,Orgánico,Desktop,16,950,1,0,Carrito
203885,NULL,2023-10-22,"TikTok Ads",Desktop,6,317,1,1,Confirmación
203886,NULL,2023-03-03,Correo,Desktop,19,308,0,0,Checkout
203887,2708,2023-02-19,"Google Ads",Móvil,15,802,0,0,Producto
203888,2645,2023-02-04,Correo,Tablet,6,227,1,0,Inicio
203889,1579,2022-03-10,"TikTok Ads",Tablet,4,1584,1,1,Confirmación
203890,NULL,2023-09-27,"Meta Ads",Móvil,20,424,0,0,Inicio
203891,NULL,2022-08-31,Orgánico,Móvil,15,719,1,0,Producto
203892,1217,2024-10-01,Correo,Tablet,12,183,1,0,Carrito
203893,2772,2024-07-12,"TikTok Ads",Tablet,7,667,0,0,Checkout
203894,2264,2024-09-07,"Meta Ads",Tablet,1,549,1,0,Carrito
203895,1682,2023-05-27,Correo,Móvil,2,90,0,0,Carrito
203896,1652,2024-12-18,Directo,Móvil,10,471,0,0,Checkout
203897,2956,2023-12-20,Orgánico,Desktop,4,877,0,0,Inicio
203898,NULL,2022-05-01,Correo,Desktop,6,30,0,0,Confirmación
203899,2524,2022-01-28,"Google Ads",Móvil,3,277,0,0,Inicio
203900,1420,2023-02-02,Correo,Móvil,17,471,1,0,Checkout
203901,NULL,2024-11-15,"TikTok Ads",Tablet,1,1149,0,0,Confirmación
203902,1960,2023-03-04,"Google Ads",Móvil,16,1124,0,0,Carrito
203903,2338,2023-04-07,Correo,Móvil,1,641,0,0,Producto
203904,1170,2023-08-15,"Meta Ads",Móvil,10,714,0,0,Búsqueda
203905,NULL,2022-03-19,Correo,Desktop,13,339,0,0,Confirmación
203906,2872,2024-06-05,Directo,Tablet,4,1092,0,0,Confirmación
203907,NULL,2023-06-14,Correo,Tablet,19,932,0,0,Confirmación
203908,2085,2022-10-05,Correo,Tablet,10,712,0,0,Checkout
203909,1934,2023-05-01,"TikTok Ads",Desktop,19,1494,0,0,Carrito
203910,1687,2023-12-05,"Meta Ads",Móvil,6,1411,0,0,Producto
203911,2054,2024-12-13,Orgánico,Tablet,8,1017,0,0,Inicio
203912,2217,2024-11-15,Orgánico,Desktop,8,428,1,0,Carrito
203913,2200,2022-06-17,Correo,Tablet,9,174,1,0,Inicio
203914,1123,2023-01-02,Correo,Móvil,13,1499,0,0,Producto
203915,2060,2023-08-19,Directo,Tablet,9,1151,0,0,Producto
203916,2271,2023-10-30,Directo,Desktop,12,1533,1,0,Carrito
203917,2262,2024-09-09,Correo,Tablet,14,1640,1,1,Confirmación
203918,NULL,2024-03-20,Directo,Móvil,11,810,0,0,Producto
203919,2308,2023-08-19,"Meta Ads",Desktop,5,613,1,0,Inicio
203920,1221,2024-07-18,Correo,Tablet,5,1738,0,0,Inicio
203921,1559,2023-11-26,Correo,Tablet,7,760,0,0,Producto
203922,1461,2024-09-06,"Meta Ads",Desktop,18,1728,0,0,Inicio
203923,1270,2022-05-24,Orgánico,Desktop,14,1719,0,0,Búsqueda
203924,1276,2024-11-10,Orgánico,Tablet,10,866,1,0,Producto
203925,2745,2023-07-03,Correo,Móvil,16,1305,0,0,Inicio
203926,NULL,2023-09-26,Directo,Desktop,12,339,1,0,Producto
203927,1742,2024-01-15,"Meta Ads",Desktop,16,1029,1,0,Inicio
203928,2976,2023-09-08,Directo,Desktop,11,1352,1,1,Confirmación
203929,NULL,2024-02-05,Correo,Desktop,4,111,1,1,Confirmación
203930,2952,2024-09-29,Correo,Tablet,17,915,0,0,Producto
203931,2507,2022-01-11,Directo,Tablet,1,223,0,0,Inicio
203932,1751,2022-05-11,"TikTok Ads",Tablet,14,1402,1,0,Búsqueda
203933,NULL,2024-10-24,"TikTok Ads",Desktop,8,1338,1,0,Carrito
203934,1660,2023-06-16,Correo,Desktop,3,502,1,0,Inicio
203935,2867,2023-02-21,Correo,Desktop,18,349,1,1,Confirmación
203936,2439,2022-01-19,Directo,Móvil,8,904,0,0,Checkout
203937,2659,2024-05-01,Directo,Móvil,5,757,0,0,Producto
203938,1456,2023-09-21,Directo,Tablet,5,1548,0,0,Producto
203939,2460,2023-12-18,"Google Ads",Móvil,2,1306,0,0,Inicio
203940,1466,2022-04-07,"Meta Ads",Móvil,15,1470,0,0,Confirmación
203941,2225,2023-06-02,Correo,Móvil,17,223,0,0,Confirmación
203942,1603,2024-04-25,"TikTok Ads",Tablet,15,816,0,0,Producto
203943,2760,2022-08-04,"TikTok Ads",Tablet,3,1264,1,0,Carrito
203944,NULL,2022-01-18,Directo,Móvil,15,1448,1,0,Búsqueda
203945,1419,2023-01-18,Orgánico,Tablet,11,933,0,0,Producto
203946,2635,2023-04-19,"Meta Ads",Móvil,15,1250,0,0,Carrito
203947,2764,2022-09-24,"TikTok Ads",Tablet,3,1145,0,0,Carrito
203948,2413,2022-07-19,Correo,Tablet,18,173,1,0,Búsqueda
203949,1180,2022-05-19,"TikTok Ads",Móvil,4,1081,1,0,Producto
203950,2587,2024-04-15,"Google Ads",Desktop,19,446,0,0,Carrito
203951,1169,2023-01-25,Directo,Desktop,12,394,0,0,Inicio
203952,2181,2024-05-26,"TikTok Ads",Móvil,3,317,0,0,Inicio
203953,2187,2022-03-05,Correo,Tablet,20,1586,0,0,Carrito
203954,2611,2022-03-28,Directo,Desktop,1,887,0,0,Inicio
203955,1837,2024-06-18,Orgánico,Tablet,1,1747,1,0,Producto
203956,1561,2022-09-16,Correo,Móvil,7,488,1,0,Confirmación
203957,2971,2024-03-18,Orgánico,Móvil,6,1341,1,0,Inicio
203958,1531,2022-11-01,"Meta Ads",Tablet,20,757,0,0,Confirmación
203959,2794,2024-07-27,"TikTok Ads",Móvil,17,216,0,0,Confirmación
203960,2674,2024-03-13,"Google Ads",Desktop,18,1650,0,0,Búsqueda
203961,1382,2024-10-22,Orgánico,Desktop,3,431,1,0,Checkout
203962,1432,2022-10-09,Orgánico,Móvil,10,78,1,0,Inicio
203963,2397,2023-03-11,"Google Ads",Tablet,13,977,0,0,Confirmación
203964,2983,2024-09-28,Orgánico,Desktop,7,1508,0,0,Búsqueda
203965,NULL,2023-09-27,Orgánico,Desktop,8,1194,0,0,Producto
203966,2341,2022-02-22,Directo,Tablet,4,1633,0,0,Búsqueda
203967,1172,2024-04-05,Directo,Tablet,8,940,0,0,Producto
203968,2211,2024-11-16,"Google Ads",Tablet,10,584,0,0,Búsqueda
203969,2867,2023-12-14,Directo,Tablet,12,51,0,0,Inicio
203970,1340,2022-02-28,Directo,Desktop,14,1524,1,0,Producto
203971,2504,2024-04-12,"Meta Ads",Móvil,15,1190,0,0,Producto
203972,NULL,2022-06-25,"TikTok Ads",Móvil,10,966,0,0,Producto
203973,1456,2024-02-05,Correo,Móvil,12,660,1,0,Checkout
203974,2749,2023-05-08,Orgánico,Tablet,16,1037,1,0,Búsqueda
203975,1538,2024-07-24,Directo,Desktop,2,1300,1,0,Producto
203976,2245,2024-02-26,"Google Ads",Desktop,13,1008,0,0,Carrito
203977,2134,2023-03-18,"TikTok Ads",Tablet,7,1359,1,0,Confirmación
203978,2893,2023-09-15,Orgánico,Tablet,2,1641,0,0,Búsqueda
203979,2298,2023-08-18,Orgánico,Desktop,18,1036,0,0,Checkout
203980,2602,2024-03-10,"Meta Ads",Tablet,3,806,0,0,Confirmación
203981,1345,2023-01-04,"Meta Ads",Tablet,8,794,1,0,Checkout
203982,1375,2022-01-11,"Meta Ads",Móvil,7,236,1,0,Carrito
203983,2752,2022-12-09,Correo,Tablet,12,639,0,0,Producto
203984,1724,2024-02-27,Directo,Móvil,15,640,0,0,Búsqueda
203985,1705,2024-05-10,"Google Ads",Móvil,8,974,1,0,Inicio
203986,NULL,2023-04-17,Correo,Tablet,20,1533,0,0,Búsqueda
203987,2950,2022-11-17,Correo,Móvil,8,1067,0,0,Inicio
203988,2415,2023-07-07,Correo,Tablet,12,779,1,0,Confirmación
203989,1286,2022-08-21,"TikTok Ads",Desktop,5,1486,0,0,Checkout
203990,1592,2024-06-22,Orgánico,Desktop,11,731,1,0,Búsqueda
203991,2421,2022-04-14,"TikTok Ads",Desktop,17,199,0,0,Producto
203992,2390,2022-03-25,"Google Ads",Móvil,12,1451,1,0,Producto
203993,1550,2022-10-30,Directo,Móvil,6,25,1,0,Checkout
203994,2471,2022-12-30,"Google Ads",Móvil,12,1535,0,0,Carrito
203995,NULL,2023-07-15,"Google Ads",Desktop,10,565,1,0,Inicio
203996,1660,2023-07-18,"TikTok Ads",Desktop,6,199,1,0,Producto
203997,1988,2023-01-24,Directo,Desktop,17,1500,0,0,Confirmación
203998,1443,2023-06-29,"TikTok Ads",Tablet,11,640,0,0,Producto
203999,1866,2024-11-21,"Google Ads",Tablet,20,1194,0,0,Producto
204000,NULL,2022-11-10,"TikTok Ads",Tablet,18,603,1,1,Confirmación
204001,NULL,2023-07-31,"TikTok Ads",Tablet,7,713,0,0,Inicio
204002,1121,2023-12-30,"Meta Ads",Desktop,2,1217,0,0,Confirmación
204003,2793,2023-10-14,Correo,Desktop,13,930,0,0,Búsqueda
204004,2577,2023-06-28,"Google Ads",Tablet,2,1079,0,0,Búsqueda
204005,1907,2024-06-06,"Google Ads",Tablet,17,1510,0,0,Carrito
204006,1940,2022-02-06,"Google Ads",Móvil,4,1795,0,0,Producto
204007,NULL,2023-11-10,"Google Ads",Tablet,12,1552,1,0,Inicio
204008,2610,2023-09-07,Correo,Tablet,9,503,0,0,Producto
204009,1968,2022-06-29,"Google Ads",Móvil,7,658,1,0,Checkout
204010,2282,2022-01-15,Correo,Desktop,3,1462,0,0,Producto
204011,NULL,2023-06-08,"Google Ads",Tablet,8,461,0,0,Confirmación
204012,NULL,2022-03-20,"Meta Ads",Desktop,1,1524,0,0,Búsqueda
204013,1992,2023-06-13,Correo,Tablet,6,1578,0,0,Carrito
204014,2578,2023-11-10,"Google Ads",Tablet,8,687,1,0,Búsqueda
204015,2961,2023-10-24,Orgánico,Tablet,6,1707,1,0,Checkout
204016,2021,2023-04-24,Directo,Tablet,16,1567,1,0,Búsqueda
204017,2570,2024-02-08,Orgánico,Desktop,16,525,1,0,Checkout
204018,NULL,2024-03-05,Correo,Desktop,13,1563,0,0,Checkout
204019,2938,2022-02-22,Directo,Móvil,11,602,1,0,Checkout
204020,2852,2024-06-14,Directo,Tablet,5,543,0,0,Checkout
204021,2457,2023-03-07,Directo,Móvil,12,1252,0,0,Inicio
204022,1101,2023-05-06,Directo,Móvil,8,131,0,0,Inicio
204023,2711,2023-07-16,Directo,Móvil,19,952,1,0,Inicio
204024,2622,2024-08-13,"TikTok Ads",Móvil,18,710,0,0,Checkout
204025,1287,2024-05-22,"Meta Ads",Desktop,1,261,1,1,Confirmación
204026,2942,2023-12-16,Correo,Tablet,6,733,1,0,Carrito
204027,2040,2023-05-15,Directo,Tablet,5,16,1,0,Carrito
204028,NULL,2024-03-05,Orgánico,Móvil,9,659,1,0,Búsqueda
204029,NULL,2022-01-13,Orgánico,Tablet,16,364,0,0,Producto
204030,2009,2024-10-20,"Google Ads",Tablet,11,1162,0,0,Carrito
204031,2927,2024-11-12,"Google Ads",Tablet,9,991,0,0,Checkout
204032,1202,2022-09-27,Correo,Desktop,1,667,1,0,Checkout
204033,1836,2022-11-01,"Meta Ads",Tablet,9,83,1,0,Checkout
204034,1773,2023-09-07,"Meta Ads",Móvil,2,221,1,0,Producto
204035,1755,2022-11-26,"Google Ads",Desktop,11,1124,0,0,Producto
204036,2334,2024-08-09,"Google Ads",Tablet,8,390,1,1,Confirmación
204037,1946,2023-11-04,Orgánico,Tablet,17,1007,0,0,Checkout
204038,2552,2024-10-31,"TikTok Ads",Desktop,13,1019,0,0,Confirmación
204039,2035,2023-06-20,Directo,Desktop,18,64,0,0,Confirmación
204040,1531,2023-04-03,"Google Ads",Móvil,16,1256,0,0,Checkout
204041,1415,2022-03-19,"TikTok Ads",Tablet,3,908,1,0,Inicio
204042,1023,2023-07-08,"TikTok Ads",Móvil,8,1362,1,0,Producto
204043,NULL,2024-07-05,"Google Ads",Móvil,11,596,1,0,Checkout
204044,NULL,2022-10-26,"TikTok Ads",Móvil,16,1172,0,0,Búsqueda
204045,1403,2024-06-04,"Meta Ads",Desktop,6,608,0,0,Confirmación
204046,2299,2023-12-02,"Google Ads",Tablet,10,728,1,0,Producto
204047,1536,2023-07-12,Correo,Desktop,7,690,0,0,Confirmación
204048,1946,2023-12-16,Orgánico,Móvil,2,410,1,0,Carrito
204049,1502,2023-06-20,Correo,Desktop,13,747,0,0,Inicio
204050,1938,2022-10-26,Directo,Móvil,18,1101,0,0,Búsqueda
204051,2759,2024-01-11,Directo,Tablet,12,1398,0,0,Carrito
204052,2799,2023-05-02,Directo,Tablet,10,502,0,0,Inicio
204053,1027,2023-09-03,Directo,Móvil,13,351,0,0,Confirmación
204054,2081,2024-03-25,Correo,Desktop,1,648,1,0,Checkout
204055,1683,2022-12-28,"Meta Ads",Desktop,15,262,1,0,Carrito
204056,1397,2022-12-13,Directo,Tablet,10,1610,0,0,Búsqueda
204057,1989,2024-11-20,Correo,Desktop,10,846,0,0,Checkout
204058,2252,2022-07-03,Orgánico,Desktop,18,1321,0,0,Producto
204059,NULL,2022-04-13,Directo,Móvil,8,859,0,0,Producto
204060,1068,2023-12-26,Directo,Tablet,20,1368,0,0,Búsqueda
204061,1472,2024-10-23,Directo,Móvil,13,262,1,0,Checkout
204062,2175,2023-09-26,"Meta Ads",Móvil,2,1465,0,0,Checkout
204063,2922,2022-03-08,Orgánico,Desktop,6,126,1,0,Carrito
204064,2312,2023-08-25,Correo,Móvil,7,62,1,0,Búsqueda
204065,2509,2023-01-18,Directo,Móvil,9,1633,1,0,Producto
204066,1443,2024-07-12,Correo,Desktop,19,164,0,0,Carrito
204067,2813,2024-09-17,"Meta Ads",Desktop,18,1577,0,0,Confirmación
204068,2427,2024-12-30,"TikTok Ads",Tablet,2,1260,0,0,Inicio
204069,1520,2022-05-29,"Google Ads",Desktop,20,308,1,1,Confirmación
204070,2815,2024-05-29,"Meta Ads",Tablet,14,1141,0,0,Confirmación
204071,2528,2022-05-30,"Google Ads",Tablet,3,1114,0,0,Inicio
204072,2390,2022-06-19,"TikTok Ads",Desktop,1,817,1,0,Carrito
204073,1933,2024-02-16,"Google Ads",Tablet,9,1326,1,0,Búsqueda
204074,2953,2022-05-27,"TikTok Ads",Tablet,4,1659,1,0,Carrito
204075,1735,2024-07-21,Correo,Desktop,18,654,0,0,Checkout
204076,1883,2023-01-07,"TikTok Ads",Tablet,20,1610,0,0,Confirmación
204077,1674,2022-04-07,"TikTok Ads",Desktop,15,1672,1,0,Producto
204078,1980,2023-12-02,Correo,Móvil,17,1504,0,0,Confirmación
204079,2407,2022-12-26,"Google Ads",Desktop,14,582,0,0,Producto
204080,2960,2022-12-10,Directo,Desktop,13,60,0,0,Búsqueda
